City,Deal Name,Discount,Applicable Cards
bhera,Mothercare,20% off,"+ 7 More Cards, HBL Platinum CreditCard, HBL World Elite DebitCard"
bhera,Souk Galleria,10% off,"+ 7 More Cards, HBL Platinum CreditCard, HBL World Elite DebitCard"
