City,Deal Name,Discount,Applicable Cards
karachi,Ming's Patio,20% off,"HBL World DebitCard, HBL Platinum CreditCard"
karachi,Ming's Patio,15% off,"HBL Titanium DebitCard, HBL Gold DebitCard, HBL Gold CreditCard"
karachi,Ming's Patio,10% off,"HBL Nisa DebitCard, HBL Green CreditCard, HBL DebitCard"
karachi,Juices Island,20% off,"HBL World Elite DebitCard, + 8 More Cards, HBL Platinum CreditCard"
karachi,Dhanak,15% off,"HBL World Elite DebitCard, + 7 More Cards, HBL Platinum CreditCard"
karachi,Dhanak,15% off,HBL Konnect Debit Card
karachi,Swarovski,15% off,"HBL World DebitCard, HBL World Elite DebitCard, HBL Platinum CreditCard"
karachi,Timex,20% off,"HBL World DebitCard, HBL World Elite DebitCard, HBL Platinum CreditCard"
karachi,Timex,15% off,HBL Gold CreditCard
karachi,Sliders,25% off,"HBL World DebitCard, HBL World Elite DebitCard, HBL Platinum CreditCard"
karachi,Sliders,20% off,"+ 4 More Cards, HBL Gold DebitCard, HBL Gold CreditCard"
karachi,Arino,25% off,"HBL World DebitCard, HBL World Elite DebitCard, HBL Platinum CreditCard"
karachi,Arino,15% off,"+ 4 More Cards, HBL Gold DebitCard, HBL Gold CreditCard"
karachi,POLICE,20% off,"HBL World DebitCard, HBL World Elite DebitCard, HBL Platinum CreditCard"
karachi,POLICE,15% off,"HBL Titanium DebitCard, HBL Gold DebitCard, HBL Gold CreditCard"
karachi,Quiz,30% off,HBL World Elite DebitCard
karachi,YUM By Amna,25% off,"HBL World DebitCard, HBL World Elite DebitCard"
karachi,YUM By Amna,20% off,"HBL Titanium DebitCard, HBL Platinum CreditCard"
karachi,YUM By Amna,15% off,"HBL Gold DebitCard, HBL Gold CreditCard"
karachi,YUM By Amna,10% off,"HBL Nisa DebitCard, HBL Green CreditCard, HBL DebitCard"
karachi,7 Spice,15% off,"HBL World DebitCard, HBL World Elite DebitCard, HBL Platinum CreditCard"
karachi,7 Spice,10% off,"+ 4 More Cards, HBL Gold DebitCard, HBL Gold CreditCard"
karachi,Thai Street Eats Pk,30% off,"HBL World Elite DebitCard, + 7 More Cards, HBL Platinum CreditCard"
karachi,Creek Lounge - Ramada Creek,20% off,"HBL World Elite DebitCard, + 7 More Cards, HBL Platinum CreditCard"
karachi,Steamin' Coffee,20% off,"HBL World DebitCard, HBL World Elite DebitCard, HBL Platinum CreditCard"
karachi,Steamin' Coffee,15% off,"+ 4 More Cards, HBL Gold DebitCard, HBL Gold CreditCard"
karachi,Steamin' Coffee,15% off,HBL Konnect Debit Card
karachi,Biryani Nagar,25% off,HBL World Elite DebitCard
karachi,Biryani Nagar,20% off,"HBL World DebitCard, HBL Platinum CreditCard"
karachi,Biryani Nagar,15% off,"HBL Titanium DebitCard, HBL Gold DebitCard, HBL Gold CreditCard"
karachi,Biryani Nagar,10% off,"HBL Nisa DebitCard, HBL Green CreditCard, HBL DebitCard"
karachi,Yu shi - Ramada Plaza,20% off,"HBL World Elite DebitCard, + 7 More Cards, HBL Platinum CreditCard"
karachi,Perfume Gallery,20% off,"HBL World DebitCard, HBL World Elite DebitCard, + 2 More Cards"
karachi,Coffee 24 - Ramada Creek,20% off,"HBL World Elite DebitCard, + 7 More Cards, HBL Platinum CreditCard"
karachi,Danish Design Watches,20% off,"HBL World DebitCard, HBL World Elite DebitCard, HBL Platinum CreditCard"
karachi,Danish Design Watches,15% off,"HBL Titanium DebitCard, HBL Gold DebitCard, HBL Gold CreditCard"
karachi,Magal Pakistan,20% off,"HBL World DebitCard, HBL World Elite DebitCard, HBL Platinum CreditCard"
